Councilperson,DocType,Payee,EntityAddressLine1,Payee Address,Date, Amount ,Description,Category,
Sanchez,CFR - Schedule III - Statement of Expenditures,Danilo Burgos,3803 N. 7th Street,3803 N. 7th Street  Philadelphia PA 19140,5/20/2011,$800.00 ,Field Operations,Campaign Staff,
Sanchez,CFR - Schedule III - Statement of Expenditures,Cynthia Estremera,34 Rosalind Circle,34 Rosalind Circle  Sicklerville NJ 8081,5/5/2011,$350.00 ,Field Supervisor,Campaign Staff,
Sanchez,CFR - Schedule III - Statement of Expenditures,Cynthia Estremera,34 Rosalind Circle,34 Rosalind Circle  Sicklerville NJ 8081,5/12/2011,$350.00 ,Field Supervisor,Campaign Staff,
Sanchez,CFR - Schedule III - Statement of Expenditures,Cynthia Estremera,34 Rosalind Circle,34 Rosalind Circle  Sicklerville NJ 8081,5/20/2011,$350.00 ,Field Supervisor,Campaign Staff,
Sanchez,CFR - Schedule III - Statement of Expenditures,Cynthia Estremera,34 Rosalind Circle,34 Rosalind Circle  Sicklerville NJ 8081,6/3/2011,$140.00 ,Field Supervisor,Campaign Staff,
Jones,CFR - Schedule III - Statement of Expenditures,"Curtis Jones, Jr.",5438 Wyndale Avenue,5438 Wyndale Avenue  Philadelphia PA 19131,6/30/2011,$102.75 ,Field Operations Water/ Beverages for Alley Way clean-up,Campaign Staff,
Jones,CFR - Schedule III - Statement of Expenditures,Curtis Jones,5438 Wyndale Avenue,5438 Wyndale Avenue  Philadelphia PA 19131,7/15/2011,$202.95 ,Field Ops - Belmont Village Community Walk,Campaign Staff,
Jones,CFR - Schedule III - Statement of Expenditures,Curtis Jones,5438 Wyndale Avenue,5438 Wyndale Avenue  Philadelphia PA 19131,8/15/2011,$102.75 ,Field Ops - Candidate Meeting,Campaign Staff,
Jones,CFR - Schedule III - Statement of Expenditures,Craig McLaurin,5415 Lebanon Avenue,5415 Lebanon Avenue  Philadelphia PA 19131,9/26/2011,$303.00 ,Field Ops - Campaign Poster Distribution,Campaign Staff,
Jones,CFR - Schedule III - Statement of Expenditures,Craig McLaurin,5415 Lebanon Avenue,5415 Lebanon Avenue  Philadelphia PA 19131,8/1/2011,$302.00 ,Field Ops - National Night Out Locations/Water Ice,Campaign Staff,
Jones,CFR - Schedule III - Statement of Expenditures,Craig McLaurin,5415 Lebanon Avenue,5415 Lebanon Avenue  Philadelphia PA 19131,7/25/2011,$242.00 ,Field Ops - Water Ice/Flyer Distribution,Campaign Staff,
Jones,CFR - Schedule III - Statement of Expenditures,Craig McLaurin,5415 Lebanon Avenue,5415 Lebanon Avenue  Philadelphia PA 19131,6/10/2011,$202.75 ,Field Operations Newsletter/Water Ice 4th District,Campaign Staff,
Jones,CFR - Schedule III - Statement of Expenditures,Craig McLaurin,5415 Lebanon Avenue,5415 Lebanon Avenue  Philadelphia PA 19131,6/13/2011,$202.75 ,Field Operations/ Dobbins High School,Campaign Staff,
Jones,CFR - Schedule III - Statement of Expenditures,Craig McLaurin,5415 Lebanon Avenue,5415 Lebanon Avenue  Philadelphia PA 19131,7/25/2011,$202.75 ,Field Ops - Flyer Distribution,Campaign Staff,
Jones,CFR - Schedule III - Statement of Expenditures,Craig McLaurin,5415 Lebanon Avenue,5415 Lebanon Avenue  Philadelphia PA 19131,8/4/2011,$202.00 ,Field Ops - Flyer Distribution,Campaign Staff,
Jones,CFR - Schedule III - Statement of Expenditures,Craig McLaurin,5415 Lebanon Avenue,5415 Lebanon Avenue  Philadelphia PA 19131,9/7/2011,$121.99 ,Field Ops - Back to School Water Ice,Campaign Staff,
Jones,CFR - Schedule III - Statement of Expenditures,Craig McLaurin,5415 Lebanon Avenue,5415 Lebanon Avenue  Philadelphia PA 19131,8/5/2011,$101.50 ,Field Ops - Flyer Distribution,Campaign Staff,
Jones,CFR - Schedule III - Statement of Expenditures,Brohin Brahin,826 kenmore road,826 kenmore road  Philadelphia PA 19151,6/28/2011,$405.00 ,Field Operations - Park Clean-up,Campaign Staff,
Jones,CFR - Schedule III - Statement of Expenditures,Brohin Brahin,826 Kenmore Road,826 Kenmore Road  Philadelphia PA 19151,6/21/2011,$200.00 ,Field Operation - Literature,Campaign Staff,
Jones,CFR - Schedule III - Statement of Expenditures,Brohin Brahin,826 Kenmore Road,826 Kenmore Road  Philadelphia PA 19151,6/27/2011,$162.00 ,Field Operations Chalmers Park Community Day,Campaign Staff,
Jones,CFR - Schedule III - Statement of Expenditures,Brahin Behlin,826 Kenmore Road,826 Kenmore Road  Philadelphia PA 19151,10/31/2011,$502.00 ,Field Operaations,Campaign Staff,
Jones,CFR - Schedule III - Statement of Expenditures,Brahin Behlin,826 Kenmore Road,826 Kenmore Road  Philadelphia PA 19151,7/14/2011,$203.00 ,Field Ops - Flyer Distribution,Campaign Staff,
Jones,CFR - Schedule III - Statement of Expenditures,Brahin Behlin,826 Kenmore Road,826 Kenmore Road  Philadelphia PA 19151,7/12/2011,$202.00 ,Field Ops - Flyer Distribution,Campaign Staff,
Jones,CFR - Schedule III - Statement of Expenditures,Brahin Behlin,826 Kenmore Road,826 Kenmore Road  Philadelphia PA 19151,8/22/2011,$202.00 ,Field Ops - Flyer Distribution,Campaign Staff,
Jones,CFR - Schedule III - Statement of Expenditures,Brahin Behlin,826 Kenmore Road,826 Kenmore Road  Philadelphia PA 19151,7/13/2011,$142.00 ,Field Ops - Newsletter Distribution,Campaign Staff,
Jones,CFR - Schedule III - Statement of Expenditures,Brahin Behlin,826 Kenmore Road,826 Kenmore Road  Philadelphia PA 19151,9/19/2011,$141.00 ,Field Ops - Outreach to Businesses,Campaign Staff,
Jones,CFR - Schedule III - Statement of Expenditures,Brahim Behlin,826 Kenmore road,826 Kenmore road  Philadelphia PA 19151,11/4/2011,$500.00 ,Field Operations Coordinator,Campaign Staff,
Jones,CFR - Schedule III - Statement of Expenditures,Wilemenia Moore,151 N. Peach Street,151 N. Peach Street  Philadelphia PA 19139,2/11/2011,$250.00 ,Trainer,Miscellaneous & Unclear,
Johnson,CFR - Schedule III - Statement of Expenditures,Wanda Bailey-Green,4000 Gypsy Lane,4000 Gypsy Lane #534 Philadelphia PA 19129,2/4/2011,$155.84 ,Reim: Po Box Rental,Miscellaneous & Unclear,
Kenney,CFR - Schedule III - Statement of Expenditures,USPS,PO Box 60065,PO Box 60065  Philadelphia PA 19103,12/21/2011,$176.00 ,po box registration fee,Miscellaneous & Unclear,
Brown,CFR - Schedule III - Statement of Expenditures,USPS,475 L‹¨«Enfant Plz SW,475 L‹¨«Enfant Plz SW  Washington DC 20260,9/29/2011,$58.00 ,Box Rental Fee,Miscellaneous & Unclear,
Bass,CFR - Schedule III - Statement of Expenditures,US Postal Service,6711 Germantown Avenue,6711 Germantown Avenue  Philadelphia PA 19119,11/2/2011,$62.00 ,Post Office Box Renewal,Miscellaneous & Unclear,
Green,CFR - Schedule III - Statement of Expenditures,United States Postal Service,7500 Lindbergh Blvd,7500 Lindbergh Blvd  Philadelphia PA 191767601,1/4/2011,$140.00 ,post office box rental fee,Miscellaneous & Unclear,
Blackwell,CFR - Schedule III - Statement of Expenditures,United Stated Postal Service,1234 Market St,1234 Market St  Philadelphia PA 19107,11/14/2011,$58.00 ,P.O. Box Fee,Miscellaneous & Unclear,
Blackwell,CFR - Schedule III - Statement of Expenditures,U.S. Postal Service,1234 Market St,1234 Market St  Philadelphia PA 19107,5/23/2011,$58.00 ,P.O. Box Fee,Miscellaneous & Unclear,
Brown,CFR - Schedule III - Statement of Expenditures,TRUDY HAYNES FOUNDATION,,   PA ,2/3/2011,$250.00 ,VIDEO PRODUCTION,Miscellaneous & Unclear,
Sanchez,CFR - Schedule III - Statement of Expenditures,Tomas Sanchez,2038 N. Hancock Street,2038 N. Hancock Street  Philadelphia PA 19122,3/1/2011,$150.00 ,Equipment Reimbursement,Miscellaneous & Unclear,
Sanchez,CFR - Schedule III - Statement of Expenditures,Tomas Sanchez,2038 N. Hancock Street,2038 N. Hancock Street  Philadelphia PA 19122,3/15/2011,$150.00 ,Equipment Reimbursement,Miscellaneous & Unclear,
Brown,CFR - Schedule III - Statement of Expenditures,THERA MARTIN MILING,,   PA ,3/24/2011,$800.00 ,VIDEO WORK,Miscellaneous & Unclear,
Sanchez,CFR - Schedule III - Statement of Expenditures,Temple University,3530 N. Broad Street,3530 N. Broad Street  Philadelphia PA 19140,4/15/2011,$32.89 ,Meeting Expense,Miscellaneous & Unclear,
Johnson,CFR - Schedule III - Statement of Expenditures,Ted Mucellin,2424 E York Street,2424 E York Street Suite 315 Philadelphia PA 19135,4/6/2011,$160.97 ,Reimb: Meeting Exp,Miscellaneous & Unclear,
Johnson,CFR - Schedule III - Statement of Expenditures,Ted Mucellin,2424 E York Street,2424 E York Street Suite 315 Philadelphia PA 19135,4/6/2011,$65.85 ,Reimbur Meeting Exp,Miscellaneous & Unclear,
Tasco,CFR - Schedule III - Statement of Expenditures,TEAMWORK PRODUCTIONS INC.,98 OAK STREET,98 OAK STREET NO. 3011 LINDENWOLD NJ 8021,2/17/2011,$500.00 ,VIDEO PRODUCTION,Miscellaneous & Unclear,
Clarke,CFR - Schedule III - Statement of Expenditures,tammy goodman,484 city hall,484 city hall  phila PA 19131,5/5/2011,$176.00 ,pob box reimbursement,Miscellaneous & Unclear,
Greenlee,CFR - Schedule III - Statement of Expenditures,Sonja Thomas,8200 Gilbert St.,8200 Gilbert St.  Philadelphia PA 19150,3/25/2011,$35.00 ,Reimbursement - Refreshments for Energy Workshop,Miscellaneous & Unclear,
Jones,CFR - Schedule III - Statement of Expenditures,Samantha Williams,5705 Drexel Road,5705 Drexel Road  Philadelphia PA 19131,1/30/2011,$220.00 ,Reimbursements/Food & Office supplies,Miscellaneous & Unclear,
Sanchez,CFR - Schedule III - Statement of Expenditures,Rite Aid,260 West Lehigh Avenue,260 West Lehigh Avenue  Philadelphia PA 19133,8/15/2011,$14.37 ,Church Event,Miscellaneous & Unclear,
Sanchez,CFR - Schedule III - Statement of Expenditures,Postmaster Fairhill,"217 W. Lehigh Avenue, Suite 2","217 W. Lehigh Avenue, Suite 2  PHiladelphia PA 19133",10/20/2011,$62.00 ,PO Box fee,Miscellaneous & Unclear,
Blackwell,CFR - Schedule III - Statement of Expenditures,PHDC,1234 Market St,1234 Market St  Philadelphia PA 19107,12/6/2011,$55.00 ,Contribution,Miscellaneous & Unclear,
Blackwell,CFR - Schedule III - Statement of Expenditures,Pennsylvania Department of State,207 N. Office Building,207 N. Office Building  Harrisburg PA 17120,11/28/2011,$125.00 ,Fee for Echoes,Miscellaneous & Unclear,
Blackwell,CFR - Schedule III - Statement of Expenditures,Marty Cabry,408 City Hall,408 City Hall  Philadelphia PA 19107,8/3/2011,$104.00 ,World Changers Materials,Miscellaneous & Unclear,
Green,CFR - Schedule III - Statement of Expenditures,Marita Crawford,1913 Forrestal St,1913 Forrestal St  Philadelphia PA 191455443,1/5/2011,$525.31 ,reimbursement - employee benefits,Miscellaneous & Unclear,
Green,CFR - Schedule III - Statement of Expenditures,Marita Crawford,1913 Forrestal St,1913 Forrestal St  Philadelphia PA 191455443,2/3/2011,$525.31 ,reimbursement - employee benefits,Miscellaneous & Unclear,
Green,CFR - Schedule III - Statement of Expenditures,Marita Crawford,1913 Forrestal St,1913 Forrestal St  Philadelphia PA 191455443,2/25/2011,$525.31 ,reimbursement - employee benefits,Miscellaneous & Unclear,
Green,CFR - Schedule III - Statement of Expenditures,Marita Crawford,1913 Forrestal St,1913 Forrestal St  Philadelphia PA 191455443,3/29/2011,$525.31 ,reimbursement - employee benefits,Miscellaneous & Unclear,
Tasco,CFR - Schedule III - Statement of Expenditures,MARGARET WRIGHT,1144 E SYDNEY STREET,1144 E SYDNEY STREET  PHILADELPHIA PA 191071915,8/4/2011,$6.36 ,REIMBURSEMENT FOR GREETING CARDS,Miscellaneous & Unclear,
Tasco,CFR - Schedule III - Statement of Expenditures,LOU FREIMILLER,407 MYRTLE AVENUE,407 MYRTLE AVENUE  CHELTENHAM PA 19012,5/16/2011,"$1,019.66 ",CAMPAIGN SUPPLIES AND PARKING,Miscellaneous & Unclear,
Tasco,CFR - Schedule III - Statement of Expenditures,LOU FREIMILLER,407 MYRTLE AVENUE,407 MYRTLE AVENUE  CHELTENHAM PA 19012,2/17/2011,$108.88 ,REIMBURSEMENT - CAMPAIGN EXPENSE,Miscellaneous & Unclear,
Blackwell,CFR - Schedule III - Statement of Expenditures,Larry Bryant,2446 N. 31 St.,2446 N. 31 St.  Philadelphia PA 19134,12/8/2011,$375.00 ,Constituent Assistance,Miscellaneous & Unclear,
Sanchez,CFR - Schedule III - Statement of Expenditures,KMart,900 Orthodox Street,900 Orthodox Street  Philadelphia PA 19124,8/8/2011,$32.72 ,Supplies,Miscellaneous & Unclear,
Tasco,CFR - Schedule III - Statement of Expenditures,JULIANNE JAMES,243 BAILEY ROAD,243 BAILEY ROAD  YEADON PA 19050,2/17/2011,$50.00 ,REIMBURSEMENT FOR CONTRIBUTION,Miscellaneous & Unclear,
Jones,CFR - Schedule III - Statement of Expenditures,Joanne Davis,1364 Kimberly Drive,1364 Kimberly Drive  Philadelphia PA 19131,3/1/2011,$216.74 ,Cell/Gas reimbursed,Miscellaneous & Unclear,
Kenney,CFR - Schedule III - Statement of Expenditures,Jenna Teodoro,21 Gaymore Road,21 Gaymore Road  Port Jeff Station NY 11776,5/20/2011,$250.00 ,,Miscellaneous & Unclear,
Tasco,CFR - Schedule III - Statement of Expenditures,J. WRIGHT LEONARD,1500 WALNUT STREET,1500 WALNUT STREET SUITE M12 PHILADELPHIA PA 19102,3/21/2011,"$1,400.00 ",HANDWRITING ANALYSIS,Miscellaneous & Unclear,
O'Neill,CFR - Schedule III - Statement of Expenditures,Frame Fit Co.,PO Box 12727,PO Box 12727  Philadelphia PA 19134,5/2/2011,$60.57 ,Framing,Miscellaneous & Unclear,
O'Neill,CFR - Schedule III - Statement of Expenditures,Frame Fit Co.,PO Box 12727,PO Box 12727  Philadelphia PA 19134,9/6/2011,$58.41 ,Framing,Miscellaneous & Unclear,
O'Neill,CFR - Schedule III - Statement of Expenditures,Frame Fit Co.,PO Box 12727,PO Box 12727  Philadelphia PA 19134,10/27/2011,$58.41 ,Framing,Miscellaneous & Unclear,
Johnson,CFR - Schedule III - Statement of Expenditures,Eric Holmes,,   PA ,3/1/2011,$100.00 ,Electrical Expense,Miscellaneous & Unclear,
Johnson,CFR - Schedule III - Statement of Expenditures,Eric Holmes,,   PA ,2/16/2011,$50.00 ,Electical Repairs,Miscellaneous & Unclear,
Johnson,CFR - Schedule III - Statement of Expenditures,Eric Holmes,,   PA ,3/1/2011,$50.00 ,Electical Repairs,Miscellaneous & Unclear,
Jones,CFR - Schedule III - Statement of Expenditures,Energy Coordinating Agency,1924 Arch Street,1924 Arch Street  Philadelphia PA 19107,10/19/2011,$30.00 ,Workshop Fee,Miscellaneous & Unclear,
Brown,CFR - Schedule III - Statement of Expenditures,ELEONE DANC THEATER,,   PA ,3/28/2011,$190.00 ,EVENT TIX,Miscellaneous & Unclear,
Johnson,CFR - Schedule III - Statement of Expenditures,Dicks Sporting Goods,2430 Chemical Road,2430 Chemical Road  Plymouth Meetting PA 19462,5/15/2011,$124.75 ,Rain Gear,Miscellaneous & Unclear,
Johnson,CFR - Schedule III - Statement of Expenditures,Dicks Sporting Goods,2430 Chemical Road,2430 Chemical Road  Plymouth Meetting PA 19462,5/14/2011,$44.91 ,Rain Gear,Miscellaneous & Unclear,
Jones,CFR - Schedule III - Statement of Expenditures,Darlene Dancy,1766 S. 65th Avenue,1766 S. 65th Avenue  Philadelphia PA 19142,2/12/2011,$300.00 ,Art Work,Miscellaneous & Unclear,
Johnson,CFR - Schedule III - Statement of Expenditures,Clifford Calhoun,1237 S. 34th Street,1237 S. 34th Street  Philadelphia PA 19146,6/25/2011,$250.00 ,Moving Expense,Miscellaneous & Unclear,
Johnson,CFR - Schedule III - Statement of Expenditures,Clifford Calhoun,1237 S. 34th Street,1237 S. 34th Street  Philadelphia PA 19146,6/25/2011,$200.00 ,Moving Expense,Miscellaneous & Unclear,
Green,CFR - Schedule III - Statement of Expenditures,City of Philadelphia,1401 John F Kennedy Blvd,1401 John F Kennedy Blvd  Philadelphia PA 191021617,10/17/2011,$397.33 ,U&O Tax July-October,Miscellaneous & Unclear,
Tasco,CFR - Schedule III - Statement of Expenditures,CITY OF PHILADELPHIA,577 CITY HALL,577 CITY HALL  PHILADELPHIA PA 19102,3/3/2011,$100.00 ,FILING OF PETITION,Miscellaneous & Unclear,
Sanchez,CFR - Schedule III - Statement of Expenditures,City of Philadelphia,2038 Hancock Street,2038 Hancock Street  Philadelphia PA 19122,3/7/2011,$100.00 ,Campaign Expense-Candidate Filing,Miscellaneous & Unclear,
Green,CFR - Schedule III - Statement of Expenditures,City of Philadelphia,1401 John F Kennedy Blvd,1401 John F Kennedy Blvd  Philadelphia PA 191021617,2/15/2011,$97.20 ,U&O tax,Miscellaneous & Unclear,
Green,CFR - Schedule III - Statement of Expenditures,City of Philadelphia,1401 John F Kennedy Blvd,1401 John F Kennedy Blvd  Philadelphia PA 191021617,2/25/2011,$97.20 ,U&O tax,Miscellaneous & Unclear,
Green,CFR - Schedule III - Statement of Expenditures,City of Philadelphia,1401 John F Kennedy Blvd,1401 John F Kennedy Blvd  Philadelphia PA 191021617,3/21/2011,$97.20 ,U&O tax,Miscellaneous & Unclear,
Green,CFR - Schedule III - Statement of Expenditures,City of Philadelphia,1401 John F Kennedy Blvd,1401 John F Kennedy Blvd  Philadelphia PA 191021617,4/25/2011,$97.20 ,U&O tax,Miscellaneous & Unclear,
Green,CFR - Schedule III - Statement of Expenditures,City of Philadelphia,1401 John F Kennedy Blvd,1401 John F Kennedy Blvd  Philadelphia PA 191021617,5/25/2011,$97.20 ,U&O Tax,Miscellaneous & Unclear,
Green,CFR - Schedule III - Statement of Expenditures,City of Philadelphia,1401 John F Kennedy Blvd,1401 John F Kennedy Blvd  Philadelphia PA 191021617,11/16/2011,$97.20 ,U&O tax,Miscellaneous & Unclear,
Green,CFR - Schedule III - Statement of Expenditures,City of Philadelphia,1401 John F Kennedy Blvd,1401 John F Kennedy Blvd  Philadelphia PA 191021617,11/1/2011,$97.20 ,U&O tax - November,Miscellaneous & Unclear,
Squilla,CFR - Schedule III - Statement of Expenditures,CITY OF PHILA,1401 JOHN F KENNEDY BLVD,1401 JOHN F KENNEDY BLVD  PHILADELPHIA PA 19102,8/1/2011,$300.00 ,TRASH LICENSE,Miscellaneous & Unclear,
Squilla,CFR - Schedule III - Statement of Expenditures,CITY OF PHILA,1415 JFK BLVD,1415 JFK BLVD  PHILADELPHIA PA 19101,3/19/2011,$187.50 ,WARD MAPS,Miscellaneous & Unclear,
Squilla,CFR - Schedule III - Statement of Expenditures,CHAMPPS AMERICA,2100 S COLUMBUS BLVD,2100 S COLUMBUS BLVD  PHILADELPHIA PA 19148,3/30/2011,$73.08 ,CAMPAIGN EXPENSES,Miscellaneous & Unclear,
Sanchez,CFR - Schedule III - Statement of Expenditures,Centro Musical,464 W. Lehigh Avenue,464 W. Lehigh Avenue  Philadelphia PA 19133,12/14/2011,$135.60 ,Supplies,Miscellaneous & Unclear,
Sanchez,CFR - Schedule III - Statement of Expenditures,Burlington Coat Factory,700 East Hunting Park Avenue,700 East Hunting Park Avenue  Philadelphia PA 19124,12/15/2011,$34.52 ,Supplies,Miscellaneous & Unclear,
O'Neill,CFR - Schedule III - Statement of Expenditures,Benefit for a Friend,7518 Frankford Ave.,7518 Frankford Ave.  Philadelphia PA 19136,1/22/2011,$70.00 ,Benefit Don McClintock,Miscellaneous & Unclear,
Blackwell,CFR - Schedule III - Statement of Expenditures,ARIKA SAMUEL,408 CITY HALL,408 CITY HALL  PHILADELPHIA PA 19107,1/18/2011,$150.00 ,REIMBURSEMENT FOR MLK DONUTS AT TURNER MIDDLE SCHL,Miscellaneous & Unclear,
O'Brien,CFR - Schedule III - Statement of Expenditures,Angie Logue,3109 Willits Road,3109 Willits Road  Philadelphia PA 19154,11/22/2011,$625.00 ,Reimbursement for Expenses - Baskets,Miscellaneous & Unclear,
Sanchez,CFR - Schedule III - Statement of Expenditures,Amazon Market Place,475 Sansome Street,475 Sansome Street Suite 700 San Francisco CA 94111,3/21/2011,$107.35 ,Supplies,Miscellaneous & Unclear,
Jones,CFR - Schedule III - Statement of Expenditures,Al Spivey,2818 Midvale Avenue,2818 Midvale Avenue  Philadelphia PA 19129,5/16/2011,$236.00 ,Wrist Bans,Miscellaneous & Unclear,
Squilla,CFR - Schedule III - Statement of Expenditures,ACME MARKETS,STORE # 7726,STORE # 7726  PHILADELPHIA PA 19147,4/26/2011,$18.15 ,SUPPLIES,Miscellaneous & Unclear,
Jones,CFR - Schedule III - Statement of Expenditures,54th Street Check Cashing,1905 N. 54th Street,1905 N. 54th Street  Philadelphia PA 19131,5/16/2011,$193.75 ,(125) Tokens,Miscellaneous & Unclear,
Sanchez,CFR - Schedule III - Statement of Expenditures,503 Corporation,5019 Mulberry Street,5019 Mulberry Street  Philadelphia PA 19124,4/7/2011,"$1,172.42 ",Campaign Expense-Supplies,Miscellaneous & Unclear,
Sanchez,CFR - Schedule III - Statement of Expenditures,503 Corporation,5019 Mulberry Street,5019 Mulberry Street  Philadelphia PA 19124,8/1/2011,$990.00 ,Supplies,Miscellaneous & Unclear,
Sanchez,CFR - Schedule III - Statement of Expenditures,503 Corporation,5019 Mulberry Street,5019 Mulberry Street  Philadelphia PA 19124,10/20/2011,$31.04 ,Supplies,Miscellaneous & Unclear,
Bass,CFR - Schedule III - Statement of Expenditures,TimeCycle,PO Box 250,PO Box 250  Southampton PA 18966,12/2/2011,$7.50 ,Courier Service,Miscellaneous & Unclear,
Sanchez,CFR - Schedule III - Statement of Expenditures,Tim Smith,4466 Garden Street,4466 Garden Street  Philadelphia PA 19141,4/14/2011,$150.00 ,Temple Coordinator,Miscellaneous & Unclear,
Blackwell,CFR - Schedule III - Statement of Expenditures,Spikes,514 N. 2nd,514 N. 2nd  Philadelphia PA 19123,5/24/2011,$97.95 ,Award for community workers,Miscellaneous & Unclear,
Jones,CFR - Schedule III - Statement of Expenditures,Samantha Williams,5705 Drexel Road,5705 Drexel Road  Philadelphia PA 19131,5/17/2011,$170.00 ,Ponchos,Miscellaneous & Unclear,
Jones,CFR - Schedule III - Statement of Expenditures,Salvation Army,56th & Vine Street,56th & Vine Street  Philadelphia PA 19139,4/27/2011,$150.00 ,Candidates Forum,Miscellaneous & Unclear,
Johnson,CFR - Schedule III - Statement of Expenditures,REI,200 W. Ridge Pike,200 W. Ridge Pike Suite 115 Conshohocken PA 19462,5/14/2011,$90.00 ,Rain Gear,Miscellaneous & Unclear,
Sanchez,CFR - Schedule III - Statement of Expenditures,Plaxo Inc.,203 Ravendale Drive,203 Ravendale Drive  Mountain View CA 94043,5/23/2011,$19.95 ,Campaign Expense,Miscellaneous & Unclear,
Sanchez,CFR - Schedule III - Statement of Expenditures,PJP MarketPlace,3899 Aramingo Avenue,3899 Aramingo Avenue  Philadelphia PA 19137,9/20/2011,$54.99 ,Flag Raising,Miscellaneous & Unclear,
Kenney,CFR - Schedule III - Statement of Expenditures,John Hawkins,3218 Midvale Avenue,3218 Midvale Avenue  Philadelphia PA 19129,3/25/2011,$250.00 ,Sweatshirt Exp,Miscellaneous & Unclear,
Green,CFR - Schedule III - Statement of Expenditures,Elmer Smith Retirement Celebration,PO Box 263,PO Box 263  Mount Laurel NJ 80540263,11/10/2011,$70.00 ,event,Miscellaneous & Unclear,
Green,CFR - Schedule III - Statement of Expenditures,Center City Notary,100 S Broad St,100 S Broad St Ste 1415 Philadelphia PA 191101005,1/28/2011,$15.00 ,service fee,Miscellaneous & Unclear,
Green,CFR - Schedule III - Statement of Expenditures,Center City Notary,100 S Broad St,100 S Broad St Ste 1415 Philadelphia PA 191101005,6/15/2011,$15.00 ,service fee,Miscellaneous & Unclear,
Green,CFR - Schedule III - Statement of Expenditures,Center City Notary,100 S Broad St,100 S Broad St Ste 1415 Philadelphia PA 191101005,5/5/2011,$10.00 ,service fee,Miscellaneous & Unclear,
Clarke,CFR - Schedule III - Statement of Expenditures,Staples,1300 S Columbus Bl,1300 S Columbus Bl  Philadelphia PA 19146,2/15/2011,"$3,313.35 ",brochures,Office Expenses,
Clarke,CFR - Schedule III - Statement of Expenditures,Staples,1300 S Columbus Bl,1300 S Columbus Bl  Philadelphia PA 19146,1/12/2011,"$1,723.84 ",news letters,Office Expenses,
Jones,CFR - Schedule III - Statement of Expenditures,Staples,15th & Chestnut Street,15th & Chestnut Street  Philadelphia PA 19103,11/3/2011,$975.17 ,Computer,Office Expenses,
Jones,CFR - Schedule III - Statement of Expenditures,Staples,1500 Chestnut Street,1500 Chestnut Street  Philadelphia PA 19102,1/30/2011,$662.81 ,Office Supplies,Office Expenses,
Jones,CFR - Schedule III - Statement of Expenditures,Staples,1500 Chestnut Street,1500 Chestnut Street  Philadelphia PA 19102,4/8/2011,$651.30 ,Office Supplies,Office Expenses,
Sanchez,CFR - Schedule III - Statement of Expenditures,Staples,1300 S. Columbus Blvd.,1300 S. Columbus Blvd.  Philadelphia PA 19147,5/11/2011,$514.00 ,Supplies,Office Expenses,
Jones,CFR - Schedule III - Statement of Expenditures,Staples,1500 Chestnut Street,1500 Chestnut Street  Philadelphia PA 19102,7/5/2011,$438.00 ,Office Supplies,Office Expenses,
Clarke,CFR - Schedule III - Statement of Expenditures,Staples,1300 S Columbus BL,1300 S Columbus BL  Phila PA 10147,11/8/2011,$428.00 ,posters,Office Expenses,
Jones,CFR - Schedule III - Statement of Expenditures,Staples,1500 Chestnut Street,1500 Chestnut Street  Philadelphia PA 19102,7/21/2011,$417.53 ,Office Supplies,Office Expenses,
Squilla,CFR - Schedule III - Statement of Expenditures,STAPLES,1300 S COLUMBUS BLVD,1300 S COLUMBUS BLVD  PHILADELPHIA PA 19147,5/17/2011,$409.99 ,OFFICE EXPENSE,Office Expenses,
Jones,CFR - Schedule III - Statement of Expenditures,Staples,1500 Chestnut Street,1500 Chestnut Street  Philadelphia PA 19102,10/13/2011,$384.81 ,Office Supplies,Office Expenses,
Clarke,CFR - Schedule III - Statement of Expenditures,Staples,1500 Chestnut St,1500 Chestnut St  Phila PA 19102,12/15/2011,$350.12 ,invitations,Office Expenses,
Squilla,CFR - Schedule III - Statement of Expenditures,STAPLES,1300 S DELAWARE AVE,1300 S DELAWARE AVE  PHILADELPHIA PA 19147,3/30/2011,$331.24 ,OFFICE SUPPLIES,Office Expenses,
Jones,CFR - Schedule III - Statement of Expenditures,Staples,1500 Chestnut Street,1500 Chestnut Street  Philadelphia PA 19102,2/11/2011,$326.53 ,Office Supplies,Office Expenses,
Brown,CFR - Schedule III - Statement of Expenditures,STAPLES,,   PA ,2/17/2011,$317.48 ,OFFICE SUPPLIES,Office Expenses,
Jones,CFR - Schedule III - Statement of Expenditures,Staples,1500 Chestnut Street,1500 Chestnut Street  Philadelphia PA 19102,9/6/2011,$238.47 ,Office Supplies,Office Expenses,
Jones,CFR - Schedule III - Statement of Expenditures,Staples,15th & Chestnut Street,15th & Chestnut Street  Philadelphia PA 19103,5/16/2011,$235.48 ,Office Supplies,Office Expenses,
Oh,CFR - Schedule III - Statement of Expenditures,Staples,1500 Chestnut Street,1500 Chestnut Street  Philadelphia PA 19102,2/12/2011,$232.14 ,Supplies,Office Expenses,
Jones,CFR - Schedule III - Statement of Expenditures,Staples,1500 Chestnut Street,1500 Chestnut Street  Philadelphia PA 19102,3/8/2011,$218.35 ,Office Supplies,Office Expenses,
Clarke,CFR - Schedule III - Statement of Expenditures,Staples,1300 S Columbus Bl,1300 S Columbus Bl  Philadelphia PA 19146,4/28/2011,$189.00 ,Banner,Office Expenses,
